,id,id_str,name,screen_name,location,profile_location,description,url,entities,protected,followers_count,friends_count,listed_count,created_at,favourites_count,utc_offset,time_zone,geo_enabled,verified,statuses_count,lang,status,contributors_enabled,is_translator,is_translation_enabled,profile_background_color,profile_background_image_url,profile_background_image_url_https,profile_background_tile,profile_image_url,profile_image_url_https,profile_banner_url,profile_link_color,profile_sidebar_border_color,profile_sidebar_fill_color,profile_text_color,profile_use_background_image,has_extended_profile,default_profile,default_profile_image,following,follow_request_sent,notifications,translator_type
url,500767197,500767197,fiq,5h4f1q_,"North-East Region, Singapore",,"if i were to be gone in this world one day,pls be happy always aites! Smile always",https://t.co/SXsdMIpIgb,"{'urls': [{'url': 'https://t.co/SXsdMIpIgb', 'expanded_url': 'http://idgaf.com', 'display_url': 'idgaf.com', 'indices': [0, 23]}]}",False,241,360,2,Thu Feb 23 13:02:50 +0000 2012,9512,,,True,False,30748,,,False,False,False,C0DEED,http://abs.twimg.com/images/themes/theme15/bg.png,https://abs.twimg.com/images/themes/theme15/bg.png,True,http://pbs.twimg.com/profile_images/1338340515058601985/bk7Eob5l_normal.jpg,https://pbs.twimg.com/profile_images/1338340515058601985/bk7Eob5l_normal.jpg,https://pbs.twimg.com/profile_banners/500767197/1607920219,ABB8C2,000000,DDEEF6,333333,True,True,False,False,False,False,False,none
description,500767197,500767197,fiq,5h4f1q_,"North-East Region, Singapore",,"if i were to be gone in this world one day,pls be happy always aites! Smile always",https://t.co/SXsdMIpIgb,{'urls': []},False,241,360,2,Thu Feb 23 13:02:50 +0000 2012,9512,,,True,False,30748,,,False,False,False,C0DEED,http://abs.twimg.com/images/themes/theme15/bg.png,https://abs.twimg.com/images/themes/theme15/bg.png,True,http://pbs.twimg.com/profile_images/1338340515058601985/bk7Eob5l_normal.jpg,https://pbs.twimg.com/profile_images/1338340515058601985/bk7Eob5l_normal.jpg,https://pbs.twimg.com/profile_banners/500767197/1607920219,ABB8C2,000000,DDEEF6,333333,True,True,False,False,False,False,False,none
created_at,500767197,500767197,fiq,5h4f1q_,"North-East Region, Singapore",,"if i were to be gone in this world one day,pls be happy always aites! Smile always",https://t.co/SXsdMIpIgb,,False,241,360,2,Thu Feb 23 13:02:50 +0000 2012,9512,,,True,False,30748,,Tue Dec 15 07:07:53 +0000 2020,False,False,False,C0DEED,http://abs.twimg.com/images/themes/theme15/bg.png,https://abs.twimg.com/images/themes/theme15/bg.png,True,http://pbs.twimg.com/profile_images/1338340515058601985/bk7Eob5l_normal.jpg,https://pbs.twimg.com/profile_images/1338340515058601985/bk7Eob5l_normal.jpg,https://pbs.twimg.com/profile_banners/500767197/1607920219,ABB8C2,000000,DDEEF6,333333,True,True,False,False,False,False,False,none
id,500767197,500767197,fiq,5h4f1q_,"North-East Region, Singapore",,"if i were to be gone in this world one day,pls be happy always aites! Smile always",https://t.co/SXsdMIpIgb,,False,241,360,2,Thu Feb 23 13:02:50 +0000 2012,9512,,,True,False,30748,,1338742560924168192,False,False,False,C0DEED,http://abs.twimg.com/images/themes/theme15/bg.png,https://abs.twimg.com/images/themes/theme15/bg.png,True,http://pbs.twimg.com/profile_images/1338340515058601985/bk7Eob5l_normal.jpg,https://pbs.twimg.com/profile_images/1338340515058601985/bk7Eob5l_normal.jpg,https://pbs.twimg.com/profile_banners/500767197/1607920219,ABB8C2,000000,DDEEF6,333333,True,True,False,False,False,False,False,none
id_str,500767197,500767197,fiq,5h4f1q_,"North-East Region, Singapore",,"if i were to be gone in this world one day,pls be happy always aites! Smile always",https://t.co/SXsdMIpIgb,,False,241,360,2,Thu Feb 23 13:02:50 +0000 2012,9512,,,True,False,30748,,1338742560924168192,False,False,False,C0DEED,http://abs.twimg.com/images/themes/theme15/bg.png,https://abs.twimg.com/images/themes/theme15/bg.png,True,http://pbs.twimg.com/profile_images/1338340515058601985/bk7Eob5l_normal.jpg,https://pbs.twimg.com/profile_images/1338340515058601985/bk7Eob5l_normal.jpg,https://pbs.twimg.com/profile_banners/500767197/1607920219,ABB8C2,000000,DDEEF6,333333,True,True,False,False,False,False,False,none
text,500767197,500767197,fiq,5h4f1q_,"North-East Region, Singapore",,"if i were to be gone in this world one day,pls be happy always aites! Smile always",https://t.co/SXsdMIpIgb,,False,241,360,2,Thu Feb 23 13:02:50 +0000 2012,9512,,,True,False,30748,,Its good that u choose to make my family happy tho❤️,False,False,False,C0DEED,http://abs.twimg.com/images/themes/theme15/bg.png,https://abs.twimg.com/images/themes/theme15/bg.png,True,http://pbs.twimg.com/profile_images/1338340515058601985/bk7Eob5l_normal.jpg,https://pbs.twimg.com/profile_images/1338340515058601985/bk7Eob5l_normal.jpg,https://pbs.twimg.com/profile_banners/500767197/1607920219,ABB8C2,000000,DDEEF6,333333,True,True,False,False,False,False,False,none
truncated,500767197,500767197,fiq,5h4f1q_,"North-East Region, Singapore",,"if i were to be gone in this world one day,pls be happy always aites! Smile always",https://t.co/SXsdMIpIgb,,False,241,360,2,Thu Feb 23 13:02:50 +0000 2012,9512,,,True,False,30748,,False,False,False,False,C0DEED,http://abs.twimg.com/images/themes/theme15/bg.png,https://abs.twimg.com/images/themes/theme15/bg.png,True,http://pbs.twimg.com/profile_images/1338340515058601985/bk7Eob5l_normal.jpg,https://pbs.twimg.com/profile_images/1338340515058601985/bk7Eob5l_normal.jpg,https://pbs.twimg.com/profile_banners/500767197/1607920219,ABB8C2,000000,DDEEF6,333333,True,True,False,False,False,False,False,none
entities,500767197,500767197,fiq,5h4f1q_,"North-East Region, Singapore",,"if i were to be gone in this world one day,pls be happy always aites! Smile always",https://t.co/SXsdMIpIgb,,False,241,360,2,Thu Feb 23 13:02:50 +0000 2012,9512,,,True,False,30748,,"{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': []}",False,False,False,C0DEED,http://abs.twimg.com/images/themes/theme15/bg.png,https://abs.twimg.com/images/themes/theme15/bg.png,True,http://pbs.twimg.com/profile_images/1338340515058601985/bk7Eob5l_normal.jpg,https://pbs.twimg.com/profile_images/1338340515058601985/bk7Eob5l_normal.jpg,https://pbs.twimg.com/profile_banners/500767197/1607920219,ABB8C2,000000,DDEEF6,333333,True,True,False,False,False,False,False,none
source,500767197,500767197,fiq,5h4f1q_,"North-East Region, Singapore",,"if i were to be gone in this world one day,pls be happy always aites! Smile always",https://t.co/SXsdMIpIgb,,False,241,360,2,Thu Feb 23 13:02:50 +0000 2012,9512,,,True,False,30748,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",False,False,False,C0DEED,http://abs.twimg.com/images/themes/theme15/bg.png,https://abs.twimg.com/images/themes/theme15/bg.png,True,http://pbs.twimg.com/profile_images/1338340515058601985/bk7Eob5l_normal.jpg,https://pbs.twimg.com/profile_images/1338340515058601985/bk7Eob5l_normal.jpg,https://pbs.twimg.com/profile_banners/500767197/1607920219,ABB8C2,000000,DDEEF6,333333,True,True,False,False,False,False,False,none
in_reply_to_status_id,500767197,500767197,fiq,5h4f1q_,"North-East Region, Singapore",,"if i were to be gone in this world one day,pls be happy always aites! Smile always",https://t.co/SXsdMIpIgb,,False,241,360,2,Thu Feb 23 13:02:50 +0000 2012,9512,,,True,False,30748,,,False,False,False,C0DEED,http://abs.twimg.com/images/themes/theme15/bg.png,https://abs.twimg.com/images/themes/theme15/bg.png,True,http://pbs.twimg.com/profile_images/1338340515058601985/bk7Eob5l_normal.jpg,https://pbs.twimg.com/profile_images/1338340515058601985/bk7Eob5l_normal.jpg,https://pbs.twimg.com/profile_banners/500767197/1607920219,ABB8C2,000000,DDEEF6,333333,True,True,False,False,False,False,False,none
