id_str,created_at,full_text,full_text(utf-8),entities,geo,lang
1338706659502329859,2020-12-15 04:45:14,RT @playboygrqys: guys help me pls https://t.co/3iimNzz8pG,b'RT @playboygrqys: guys help me pls https://t.co/3iimNzz8pG',"{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'playboygrqys', 'name': 'white mans whore', 'id': 1253448755157913600, 'id_str': '1253448755157913600', 'indices': [3, 16]}], 'urls': [], 'media': [{'id': 1338548211879907329, 'id_str': '1338548211879907329', 'indices': [35, 58], 'media_url': 'http://pbs.twimg.com/media/EpN6gbvWEAEKpuS.jpg', 'media_url_https': 'https://pbs.twimg.com/media/EpN6gbvWEAEKpuS.jpg', 'url': 'https://t.co/3iimNzz8pG', 'display_url': 'pic.twitter.com/3iimNzz8pG', 'expanded_url': 'https://twitter.com/voidmelio/status/1338548216019767297/photo/1', 'type': 'photo', 'sizes': {'small': {'w': 314, 'h': 680, 'resize': 'fit'}, 'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'large': {'w': 828, 'h': 1792, 'resize': 'fit'}, 'medium': {'w': 554, 'h': 1200, 'resize': 'fit'}}, 'source_status_id': 1338548216019767297, 'source_status_id_str': '1338548216019767297', 'source_user_id': 1253448755157913600, 'source_user_id_str': '1253448755157913600'}]}",,en
1338706606649962496,2020-12-15 04:45:01,I’d do it tbh 😂 @blouiberry you with me? https://t.co/tK6FLlryrj,b'I\xe2\x80\x99d do it tbh \xf0\x9f\x98\x82 @blouiberry you with me? https://t.co/tK6FLlryrj',"{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'blouiberry', 'name': 'ma¹ᴰ kinda ia', 'id': 1089731992428539905, 'id_str': '1089731992428539905', 'indices': [16, 27]}], 'urls': [{'url': 'https://t.co/tK6FLlryrj', 'expanded_url': 'https://twitter.com/infinityniall91/status/1338528242823729153', 'display_url': 'twitter.com/infinityniall9…', 'indices': [41, 64]}]}",,en
1338704655799422977,2020-12-15 04:37:16,"RT @Larry0T5: I wanna follow more ot5 stans, RT this pls so I can find them.","b'RT @Larry0T5: I wanna follow more ot5 stans, RT this pls so I can find them.'","{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'Larry0T5', 'name': 'Larry/ OT5 🎅', 'id': 1338557853758615554, 'id_str': '1338557853758615554', 'indices': [3, 12]}], 'urls': []}",,en
1338685651055759362,2020-12-15 03:21:45,Holy crap only 4 more until 800 followers wow you guys are amazing,b'Holy crap only 4 more until 800 followers wow you guys are amazing',"{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': []}",,en
1338684402193326082,2020-12-15 03:16:47,@lxrrytrash Now that would be a sight to see,b'@lxrrytrash Now that would be a sight to see',"{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'lxrrytrash', 'name': 'aileen’s🧸 flop era ❅', 'id': 1303541265624182785, 'id_str': '1303541265624182785', 'indices': [0, 11]}], 'urls': []}",,en
1338684196710211586,2020-12-15 03:15:58,RT @1dxhelpf: First 100 rts will gain active followers! ❤️,b'RT @1dxhelpf: First 100 rts will gain active followers! \xe2\x9d\xa4\xef\xb8\x8f',"{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': '1dxhelpf', 'name': 'gain 1D mutuals', 'id': 3338664189, 'id_str': '3338664189', 'indices': [3, 12]}], 'urls': []}",,en
1338673762615648256,2020-12-15 02:34:31,@horansnab ❤️,b'@horansnab \xe2\x9d\xa4\xef\xb8\x8f',"{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'horansnab', 'name': ""nabila ♡'s corbyn"", 'id': 1138061806050504704, 'id_str': '1138061806050504704', 'indices': [0, 10]}], 'urls': []}",,und
1338673270271381508,2020-12-15 02:32:33,"To everyone, if I ever say something that makes you feel uncomfortable or upset please dm me so we can talk. I don’t want to hurt anyone https://t.co/4q7OjDAe3Z","b'To everyone, if I ever say something that makes you feel uncomfortable or upset please dm me so we can talk. I don\xe2\x80\x99t want to hurt anyone https://t.co/4q7OjDAe3Z'","{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/4q7OjDAe3Z', 'expanded_url': 'https://twitter.com/n0urry91/status/1338672858399031296', 'display_url': 'twitter.com/n0urry91/statu…', 'indices': [137, 160]}]}",,en
1338672643017486336,2020-12-15 02:30:04,Look at that smile 🥺 https://t.co/zHj5aFMIjM,b'Look at that smile \xf0\x9f\xa5\xba https://t.co/zHj5aFMIjM',"{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/zHj5aFMIjM', 'expanded_url': 'https://twitter.com/UpdateHLD/status/1338539579545149446', 'display_url': 'twitter.com/UpdateHLD/stat…', 'indices': [21, 44]}]}",,en
1338671946070945793,2020-12-15 02:27:17,"@wfodmacncheese There was this big account who people found out was 10 years old. As a 21 year old, I’d be highly uncomfortable being moots with a fan that young just because of the things I might say","b'@wfodmacncheese There was this big account who people found out was 10 years old. As a 21 year old, I\xe2\x80\x99d be highly uncomfortable being moots with a fan that young just because of the things I might say'","{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'wfodmacncheese', 'name': 'carlie ¹ᴰ', 'id': 1092434658766348288, 'id_str': '1092434658766348288', 'indices': [0, 15]}], 'urls': []}",,en
