,id,id_str,name,screen_name,location,profile_location,description,url,entities,protected,followers_count,friends_count,listed_count,created_at,favourites_count,utc_offset,time_zone,geo_enabled,verified,statuses_count,lang,status,contributors_enabled,is_translator,is_translation_enabled,profile_background_color,profile_background_image_url,profile_background_image_url_https,profile_background_tile,profile_image_url,profile_image_url_https,profile_banner_url,profile_link_color,profile_sidebar_border_color,profile_sidebar_fill_color,profile_text_color,profile_use_background_image,has_extended_profile,default_profile,default_profile_image,following,follow_request_sent,notifications,translator_type
url,2925082364,2925082364,─ ; 𝐊𝐑𝐄𝐈,perfidebellator,,,𝐓𝐡𝐞 𝐑𝐨𝐠𝐮𝐞 〡𝐊𝐧𝐢𝐠𝐡𝐭 𝐎𝐟 𝐑𝐞𝐧 〡𝐅𝐨𝐫𝐦𝐞𝐫 𝐬𝐭𝐮𝐝𝐞𝐧𝐭 𝐨𝐟 𝐋𝐮𝐤𝐞 𝐒𝐤𝐲𝐰𝐚𝐥𝐤𝐞𝐫 〡𝐒𝐭𝐚𝐫 𝐖𝐚𝐫𝐬 𝐀𝐔 - ᴮᴬᴿᴰᵂᴵᶠᴱ,https://t.co/x1dKoVVngs,"{'urls': [{'url': 'https://t.co/x1dKoVVngs', 'expanded_url': 'https://curiouscat.me/ARogueOfRen', 'display_url': 'curiouscat.me/ARogueOfRen', 'indices': [0, 23]}]}",False,761,843,11,Wed Dec 10 03:00:09 +0000 2014,2119,,,False,False,8753,,,False,False,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1294899201084538880/R3GoyiJv_normal.jpg,https://pbs.twimg.com/profile_images/1294899201084538880/R3GoyiJv_normal.jpg,https://pbs.twimg.com/profile_banners/2925082364/1597563003,1DA1F2,C0DEED,DDEEF6,333333,True,False,True,False,False,False,False,none
description,2925082364,2925082364,─ ; 𝐊𝐑𝐄𝐈,perfidebellator,,,𝐓𝐡𝐞 𝐑𝐨𝐠𝐮𝐞 〡𝐊𝐧𝐢𝐠𝐡𝐭 𝐎𝐟 𝐑𝐞𝐧 〡𝐅𝐨𝐫𝐦𝐞𝐫 𝐬𝐭𝐮𝐝𝐞𝐧𝐭 𝐨𝐟 𝐋𝐮𝐤𝐞 𝐒𝐤𝐲𝐰𝐚𝐥𝐤𝐞𝐫 〡𝐒𝐭𝐚𝐫 𝐖𝐚𝐫𝐬 𝐀𝐔 - ᴮᴬᴿᴰᵂᴵᶠᴱ,https://t.co/x1dKoVVngs,{'urls': []},False,761,843,11,Wed Dec 10 03:00:09 +0000 2014,2119,,,False,False,8753,,,False,False,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1294899201084538880/R3GoyiJv_normal.jpg,https://pbs.twimg.com/profile_images/1294899201084538880/R3GoyiJv_normal.jpg,https://pbs.twimg.com/profile_banners/2925082364/1597563003,1DA1F2,C0DEED,DDEEF6,333333,True,False,True,False,False,False,False,none
created_at,2925082364,2925082364,─ ; 𝐊𝐑𝐄𝐈,perfidebellator,,,𝐓𝐡𝐞 𝐑𝐨𝐠𝐮𝐞 〡𝐊𝐧𝐢𝐠𝐡𝐭 𝐎𝐟 𝐑𝐞𝐧 〡𝐅𝐨𝐫𝐦𝐞𝐫 𝐬𝐭𝐮𝐝𝐞𝐧𝐭 𝐨𝐟 𝐋𝐮𝐤𝐞 𝐒𝐤𝐲𝐰𝐚𝐥𝐤𝐞𝐫 〡𝐒𝐭𝐚𝐫 𝐖𝐚𝐫𝐬 𝐀𝐔 - ᴮᴬᴿᴰᵂᴵᶠᴱ,https://t.co/x1dKoVVngs,,False,761,843,11,Wed Dec 10 03:00:09 +0000 2014,2119,,,False,False,8753,,Wed Dec 16 02:39:03 +0000 2020,False,False,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1294899201084538880/R3GoyiJv_normal.jpg,https://pbs.twimg.com/profile_images/1294899201084538880/R3GoyiJv_normal.jpg,https://pbs.twimg.com/profile_banners/2925082364/1597563003,1DA1F2,C0DEED,DDEEF6,333333,True,False,True,False,False,False,False,none
id,2925082364,2925082364,─ ; 𝐊𝐑𝐄𝐈,perfidebellator,,,𝐓𝐡𝐞 𝐑𝐨𝐠𝐮𝐞 〡𝐊𝐧𝐢𝐠𝐡𝐭 𝐎𝐟 𝐑𝐞𝐧 〡𝐅𝐨𝐫𝐦𝐞𝐫 𝐬𝐭𝐮𝐝𝐞𝐧𝐭 𝐨𝐟 𝐋𝐮𝐤𝐞 𝐒𝐤𝐲𝐰𝐚𝐥𝐤𝐞𝐫 〡𝐒𝐭𝐚𝐫 𝐖𝐚𝐫𝐬 𝐀𝐔 - ᴮᴬᴿᴰᵂᴵᶠᴱ,https://t.co/x1dKoVVngs,,False,761,843,11,Wed Dec 10 03:00:09 +0000 2014,2119,,,False,False,8753,,1339037291910557696,False,False,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1294899201084538880/R3GoyiJv_normal.jpg,https://pbs.twimg.com/profile_images/1294899201084538880/R3GoyiJv_normal.jpg,https://pbs.twimg.com/profile_banners/2925082364/1597563003,1DA1F2,C0DEED,DDEEF6,333333,True,False,True,False,False,False,False,none
id_str,2925082364,2925082364,─ ; 𝐊𝐑𝐄𝐈,perfidebellator,,,𝐓𝐡𝐞 𝐑𝐨𝐠𝐮𝐞 〡𝐊𝐧𝐢𝐠𝐡𝐭 𝐎𝐟 𝐑𝐞𝐧 〡𝐅𝐨𝐫𝐦𝐞𝐫 𝐬𝐭𝐮𝐝𝐞𝐧𝐭 𝐨𝐟 𝐋𝐮𝐤𝐞 𝐒𝐤𝐲𝐰𝐚𝐥𝐤𝐞𝐫 〡𝐒𝐭𝐚𝐫 𝐖𝐚𝐫𝐬 𝐀𝐔 - ᴮᴬᴿᴰᵂᴵᶠᴱ,https://t.co/x1dKoVVngs,,False,761,843,11,Wed Dec 10 03:00:09 +0000 2014,2119,,,False,False,8753,,1339037291910557696,False,False,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1294899201084538880/R3GoyiJv_normal.jpg,https://pbs.twimg.com/profile_images/1294899201084538880/R3GoyiJv_normal.jpg,https://pbs.twimg.com/profile_banners/2925082364/1597563003,1DA1F2,C0DEED,DDEEF6,333333,True,False,True,False,False,False,False,none
text,2925082364,2925082364,─ ; 𝐊𝐑𝐄𝐈,perfidebellator,,,𝐓𝐡𝐞 𝐑𝐨𝐠𝐮𝐞 〡𝐊𝐧𝐢𝐠𝐡𝐭 𝐎𝐟 𝐑𝐞𝐧 〡𝐅𝐨𝐫𝐦𝐞𝐫 𝐬𝐭𝐮𝐝𝐞𝐧𝐭 𝐨𝐟 𝐋𝐮𝐤𝐞 𝐒𝐤𝐲𝐰𝐚𝐥𝐤𝐞𝐫 〡𝐒𝐭𝐚𝐫 𝐖𝐚𝐫𝐬 𝐀𝐔 - ᴮᴬᴿᴰᵂᴵᶠᴱ,https://t.co/x1dKoVVngs,,False,761,843,11,Wed Dec 10 03:00:09 +0000 2014,2119,,,False,False,8753,,@kylosnightmare :: baby 🥺,False,False,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1294899201084538880/R3GoyiJv_normal.jpg,https://pbs.twimg.com/profile_images/1294899201084538880/R3GoyiJv_normal.jpg,https://pbs.twimg.com/profile_banners/2925082364/1597563003,1DA1F2,C0DEED,DDEEF6,333333,True,False,True,False,False,False,False,none
truncated,2925082364,2925082364,─ ; 𝐊𝐑𝐄𝐈,perfidebellator,,,𝐓𝐡𝐞 𝐑𝐨𝐠𝐮𝐞 〡𝐊𝐧𝐢𝐠𝐡𝐭 𝐎𝐟 𝐑𝐞𝐧 〡𝐅𝐨𝐫𝐦𝐞𝐫 𝐬𝐭𝐮𝐝𝐞𝐧𝐭 𝐨𝐟 𝐋𝐮𝐤𝐞 𝐒𝐤𝐲𝐰𝐚𝐥𝐤𝐞𝐫 〡𝐒𝐭𝐚𝐫 𝐖𝐚𝐫𝐬 𝐀𝐔 - ᴮᴬᴿᴰᵂᴵᶠᴱ,https://t.co/x1dKoVVngs,,False,761,843,11,Wed Dec 10 03:00:09 +0000 2014,2119,,,False,False,8753,,False,False,False,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1294899201084538880/R3GoyiJv_normal.jpg,https://pbs.twimg.com/profile_images/1294899201084538880/R3GoyiJv_normal.jpg,https://pbs.twimg.com/profile_banners/2925082364/1597563003,1DA1F2,C0DEED,DDEEF6,333333,True,False,True,False,False,False,False,none
entities,2925082364,2925082364,─ ; 𝐊𝐑𝐄𝐈,perfidebellator,,,𝐓𝐡𝐞 𝐑𝐨𝐠𝐮𝐞 〡𝐊𝐧𝐢𝐠𝐡𝐭 𝐎𝐟 𝐑𝐞𝐧 〡𝐅𝐨𝐫𝐦𝐞𝐫 𝐬𝐭𝐮𝐝𝐞𝐧𝐭 𝐨𝐟 𝐋𝐮𝐤𝐞 𝐒𝐤𝐲𝐰𝐚𝐥𝐤𝐞𝐫 〡𝐒𝐭𝐚𝐫 𝐖𝐚𝐫𝐬 𝐀𝐔 - ᴮᴬᴿᴰᵂᴵᶠᴱ,https://t.co/x1dKoVVngs,,False,761,843,11,Wed Dec 10 03:00:09 +0000 2014,2119,,,False,False,8753,,"{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'kylosnightmare', 'name': '𝓣𝐇𝐄 𝓖𝐄𝐍𝐄𝐑𝐀𝐋. is not a simp.', 'id': 1097327722903363586, 'id_str': '1097327722903363586', 'indices': [0, 15]}], 'urls': []}",False,False,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1294899201084538880/R3GoyiJv_normal.jpg,https://pbs.twimg.com/profile_images/1294899201084538880/R3GoyiJv_normal.jpg,https://pbs.twimg.com/profile_banners/2925082364/1597563003,1DA1F2,C0DEED,DDEEF6,333333,True,False,True,False,False,False,False,none
source,2925082364,2925082364,─ ; 𝐊𝐑𝐄𝐈,perfidebellator,,,𝐓𝐡𝐞 𝐑𝐨𝐠𝐮𝐞 〡𝐊𝐧𝐢𝐠𝐡𝐭 𝐎𝐟 𝐑𝐞𝐧 〡𝐅𝐨𝐫𝐦𝐞𝐫 𝐬𝐭𝐮𝐝𝐞𝐧𝐭 𝐨𝐟 𝐋𝐮𝐤𝐞 𝐒𝐤𝐲𝐰𝐚𝐥𝐤𝐞𝐫 〡𝐒𝐭𝐚𝐫 𝐖𝐚𝐫𝐬 𝐀𝐔 - ᴮᴬᴿᴰᵂᴵᶠᴱ,https://t.co/x1dKoVVngs,,False,761,843,11,Wed Dec 10 03:00:09 +0000 2014,2119,,,False,False,8753,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",False,False,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1294899201084538880/R3GoyiJv_normal.jpg,https://pbs.twimg.com/profile_images/1294899201084538880/R3GoyiJv_normal.jpg,https://pbs.twimg.com/profile_banners/2925082364/1597563003,1DA1F2,C0DEED,DDEEF6,333333,True,False,True,False,False,False,False,none
in_reply_to_status_id,2925082364,2925082364,─ ; 𝐊𝐑𝐄𝐈,perfidebellator,,,𝐓𝐡𝐞 𝐑𝐨𝐠𝐮𝐞 〡𝐊𝐧𝐢𝐠𝐡𝐭 𝐎𝐟 𝐑𝐞𝐧 〡𝐅𝐨𝐫𝐦𝐞𝐫 𝐬𝐭𝐮𝐝𝐞𝐧𝐭 𝐨𝐟 𝐋𝐮𝐤𝐞 𝐒𝐤𝐲𝐰𝐚𝐥𝐤𝐞𝐫 〡𝐒𝐭𝐚𝐫 𝐖𝐚𝐫𝐬 𝐀𝐔 - ᴮᴬᴿᴰᵂᴵᶠᴱ,https://t.co/x1dKoVVngs,,False,761,843,11,Wed Dec 10 03:00:09 +0000 2014,2119,,,False,False,8753,,1339035557150789633,False,False,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1294899201084538880/R3GoyiJv_normal.jpg,https://pbs.twimg.com/profile_images/1294899201084538880/R3GoyiJv_normal.jpg,https://pbs.twimg.com/profile_banners/2925082364/1597563003,1DA1F2,C0DEED,DDEEF6,333333,True,False,True,False,False,False,False,none
