id_str,created_at,full_text,full_text(utf-8),entities,geo,lang
1338186112121012226,2020-12-13 18:16:46,a ball of sunshine https://t.co/48ukmUZESj,b'a ball of sunshine https://t.co/48ukmUZESj',"{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': [], 'media': [{'id': 1338186093477285888, 'id_str': '1338186093477285888', 'indices': [19, 42], 'media_url': 'http://pbs.twimg.com/media/EpIxKXkU0AAqBP6.jpg', 'media_url_https': 'https://pbs.twimg.com/media/EpIxKXkU0AAqBP6.jpg', 'url': 'https://t.co/48ukmUZESj', 'display_url': 'pic.twitter.com/48ukmUZESj', 'expanded_url': 'https://twitter.com/jouwanee/status/1338186112121012226/photo/1', 'type': 'photo', 'sizes': {'large': {'w': 736, 'h': 736, 'resize': 'fit'}, 'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'medium': {'w': 736, 'h': 736, 'resize': 'fit'}, 'small': {'w': 680, 'h': 680, 'resize': 'fit'}}}]}",,en
1338185861557415936,2020-12-13 18:15:46,@squidwardfess Yuuuu aku jg br nonton,b'@squidwardfess Yuuuu aku jg br nonton',"{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'squidwardfess', 'name': 'ON - SQUIDY', 'id': 1226278445560152065, 'id_str': '1226278445560152065', 'indices': [0, 14]}], 'urls': []}",,in
1338149478264500225,2020-12-13 15:51:11,@KAbiwardaniii https://t.co/hVcfIQWjWy,b'@KAbiwardaniii https://t.co/hVcfIQWjWy',"{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'KAbiwardaniii', 'name': 'Woody Woodpecker', 'id': 1215551137811591169, 'id_str': '1215551137811591169', 'indices': [0, 14]}], 'urls': [{'url': 'https://t.co/hVcfIQWjWy', 'expanded_url': 'https://twitter.com/FOOD_FESS/status/1338147108126265345', 'display_url': 'twitter.com/FOOD_FESS/stat…', 'indices': [15, 38]}]}",,und
1338147886010273793,2020-12-13 15:44:52,Ganteng doang jembut cewe dipanggang 🤩,b'Ganteng doang jembut cewe dipanggang \xf0\x9f\xa4\xa9',"{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': []}",,in
1336647910063104000,2020-12-09 12:24:30,Ya ampun ternyata dia anggota tiberias choir :( berarti kemungkinan besar pernah ketemu pas ibadah minggu https://t.co/IiYjOdaLpY https://t.co/nenqsLpVno,b'Ya ampun ternyata dia anggota tiberias choir :( berarti kemungkinan besar pernah ketemu pas ibadah minggu https://t.co/IiYjOdaLpY https://t.co/nenqsLpVno',"{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/IiYjOdaLpY', 'expanded_url': 'https://twitter.com/mo0npies/status/1336344908211212290', 'display_url': 'twitter.com/mo0npies/statu…', 'indices': [106, 129]}], 'media': [{'id': 1336647906590257153, 'id_str': '1336647906590257153', 'indices': [130, 153], 'media_url': 'http://pbs.twimg.com/media/Eoy6MG4U8AEtQj2.jpg', 'media_url_https': 'https://pbs.twimg.com/media/Eoy6MG4U8AEtQj2.jpg', 'url': 'https://t.co/nenqsLpVno', 'display_url': 'pic.twitter.com/nenqsLpVno', 'expanded_url': 'https://twitter.com/jouwanee/status/1336647910063104000/photo/1', 'type': 'photo', 'sizes': {'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'small': {'w': 382, 'h': 680, 'resize': 'fit'}, 'medium': {'w': 675, 'h': 1200, 'resize': 'fit'}, 'large': {'w': 750, 'h': 1334, 'resize': 'fit'}}}]}",,in
1336356194131165185,2020-12-08 17:05:19,*KELUARIN mens. Uh,b'*KELUARIN mens. Uh',"{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': []}",,in
1336356076518719489,2020-12-08 17:04:51,@pottatologi Asli euy bikin emosi 🙂,b'@pottatologi Asli euy bikin emosi \xf0\x9f\x99\x82',"{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'pottatologi', 'name': 'cus', 'id': 1409295632, 'id_str': '1409295632', 'indices': [0, 12]}], 'urls': []}",,in
1336355962437844992,2020-12-08 17:04:24,"Kek wtf lo hidup dr bayi sampe gede, tiap hari nyebok memeg masa gatau kalau cewe punya 3 lobang??what the actual fuck... ini sekolah pelajaran ipa kemana aja omg.","b'Kek wtf lo hidup dr bayi sampe gede, tiap hari nyebok memeg masa gatau kalau cewe punya 3 lobang??what the actual fuck... ini sekolah pelajaran ipa kemana aja omg.'","{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': []}",,in
1336355611118686208,2020-12-08 17:03:00,"@doydoydoyyyy @rashlynx @ssuperhumanz @jennrierubyjane @tanyainrl @Ray01hmm Itu gua jelasin biar paham. Penting lho tau hal2 kayak gini apalagi lu cewe, selama hidup pasti merhatiin pipis sm mens keluarnya dilobang mana aja","b'@doydoydoyyyy @rashlynx @ssuperhumanz @jennrierubyjane @tanyainrl @Ray01hmm Itu gua jelasin biar paham. Penting lho tau hal2 kayak gini apalagi lu cewe, selama hidup pasti merhatiin pipis sm mens keluarnya dilobang mana aja'","{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'doydoydoyyyy', 'name': 'hanip | uchan ♕⚡', 'id': 1289868326072512512, 'id_str': '1289868326072512512', 'indices': [0, 13]}, {'screen_name': 'rashlynx', 'name': 'rash 秋 春', 'id': 1253371068, 'id_str': '1253371068', 'indices': [14, 23]}, {'screen_name': 'ssuperhumanz', 'name': 'pasha', 'id': 1211179727836209152, 'id_str': '1211179727836209152', 'indices': [24, 37]}, {'screen_name': 'jennrierubyjane', 'name': 'biilèy on priv', 'id': 1267069310209372160, 'id_str': '1267069310209372160', 'indices': [38, 54]}, {'screen_name': 'tanyainrl', 'name': 'JANGAN REPLY HESTEK / JUALAN ‼', 'id': 949201977874907136, 'id_str': '949201977874907136', 'indices': [55, 65]}, {'screen_name': 'Ray01hmm', 'name': 'RAYuan pulau kepala', 'id': 1257552412824535040, 'id_str': '1257552412824535040', 'indices': [66, 75]}], 'urls': []}",,in
1336355359133351938,2020-12-08 17:02:00,sumpah lo pd dikomen yang gatau lobang pipis sm lobang buat masukin mens itu beda... aneh bgt https://t.co/TYAEwUrCeo,b'sumpah lo pd dikomen yang gatau lobang pipis sm lobang buat masukin mens itu beda... aneh bgt https://t.co/TYAEwUrCeo',"{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/TYAEwUrCeo', 'expanded_url': 'https://twitter.com/tanyainrl/status/1336343560296095745', 'display_url': 'twitter.com/tanyainrl/stat…', 'indices': [94, 117]}]}",,in
