id_str,created_at,full_text,full_text(utf-8),entities,geo,lang
1339023333246046209,2020-12-16 01:43:35,@triinelts @iambrig @SteveSchmidtSES Absolutely correct!,b'@triinelts @iambrig @SteveSchmidtSES Absolutely correct!',"{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'triinelts', 'name': 'triinelts', 'id': 16994371, 'id_str': '16994371', 'indices': [0, 10]}, {'screen_name': 'iambrig', 'name': 'Brigitte R.', 'id': 32826520, 'id_str': '32826520', 'indices': [11, 19]}, {'screen_name': 'SteveSchmidtSES', 'name': 'Steve Schmidt', 'id': 786309892990574592, 'id_str': '786309892990574592', 'indices': [20, 36]}], 'urls': []}",,en
1339022926243311626,2020-12-16 01:41:58,Take the vaccine! https://t.co/2mpZXbMdBW,b'Take the vaccine! https://t.co/2mpZXbMdBW',"{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/2mpZXbMdBW', 'expanded_url': 'https://twitter.com/slroberts6/status/1339020332582236160', 'display_url': 'twitter.com/slroberts6/sta…', 'indices': [18, 41]}]}",,en
1339018712494600192,2020-12-16 01:25:13,@Stop_Trump20 There should be some openings in hospitals cleaning COVID wards.,b'@Stop_Trump20 There should be some openings in hospitals cleaning COVID wards.',"{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'Stop_Trump20', 'name': 'Hear Me Roar', 'id': 3334843313, 'id_str': '3334843313', 'indices': [0, 13]}], 'urls': []}",,en
1339017670008721413,2020-12-16 01:21:04,"@Homeoffree61 I have had three, most recently this past Sept.. I agree the prep is horrendous, but the doc found several polyps, now they are gone, and my colon is healthy. That’s a really good thing!","b'@Homeoffree61 I have had three, most recently this past Sept.. I agree the prep is horrendous, but the doc found several polyps, now they are gone, and my colon is healthy. That\xe2\x80\x99s a really good thing!'","{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'Homeoffree61', 'name': 'Freedom61', 'id': 825476542478303233, 'id_str': '825476542478303233', 'indices': [0, 13]}], 'urls': []}",,en
1338993149667061769,2020-12-15 23:43:38,"@OhOEvie Our current dogs are real mixes, So I have to say that Rescue is my current favorite breed. We have had Goldens, labs, and mixes of these two breeds. We even had a precious Bullmastiff(not a breed for an inexperienced owner. I loved them all!","b'@OhOEvie Our current dogs are real mixes, So I have to say that Rescue is my current favorite breed. We have had Goldens, labs, and mixes of these two breeds. We even had a precious Bullmastiff(not a breed for an inexperienced owner. I loved them all!'","{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'OhOEvie', 'name': 'Katie Porter’s WhiteBoard', 'id': 3052829634, 'id_str': '3052829634', 'indices': [0, 8]}], 'urls': []}",,en
1338903895452635143,2020-12-15 17:48:58,@thehill FU Tucker.,b'@thehill FU Tucker.',"{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'thehill', 'name': 'The Hill', 'id': 1917731, 'id_str': '1917731', 'indices': [0, 8]}], 'urls': []}",,en
1338903432036577281,2020-12-15 17:47:08,"@Meidas_Kelly Thank you. I’m half of a little elderly couple, (married 50 years). We’re healthy, so far, and I am grateful.","b'@Meidas_Kelly Thank you. I\xe2\x80\x99m half of a little elderly couple, (married 50 years). We\xe2\x80\x99re healthy, so far, and I am grateful.'","{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'Meidas_Kelly', 'name': 'RN MotherF’er CEN,CCRN', 'id': 1264454585181024256, 'id_str': '1264454585181024256', 'indices': [0, 13]}], 'urls': []}",,en
1338893118238826497,2020-12-15 17:06:09,"RT @h8Wankmaggot45: So, I just heard that a basement full of tRump supporters is called a whine cellar.

Thought I'd pass it along. You're…","b""RT @h8Wankmaggot45: So, I just heard that a basement full of tRump supporters is called a whine cellar.\n\nThought I'd pass it along. You're\xe2\x80\xa6""","{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'h8Wankmaggot45', 'name': 'Stacie', 'id': 1030074491466993664, 'id_str': '1030074491466993664', 'indices': [3, 18]}], 'urls': []}",,en
1338888519075368961,2020-12-15 16:47:52,"@mmpadellan I shudder every time I’m tempted to say, “We’ll see.”","b'@mmpadellan I shudder every time I\xe2\x80\x99m tempted to say, \xe2\x80\x9cWe\xe2\x80\x99ll see.\xe2\x80\x9d'","{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'mmpadellan', 'name': 'BrooklynDad_Defiant!', 'id': 1640929196, 'id_str': '1640929196', 'indices': [0, 11]}], 'urls': []}",,en
1338877576647938049,2020-12-15 16:04:24,"RT @SuzeQKnits: This is my 6 patient, brought in by ambulance, in this condition today. Wear a mask young people, you are not immune to cov…","b'RT @SuzeQKnits: This is my 6 patient, brought in by ambulance, in this condition today. Wear a mask young people, you are not immune to cov\xe2\x80\xa6'","{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'SuzeQKnits', 'name': 'SuzeQKnits 🙋🏽\u200d♀️🌊🇺🇸🌈❤🏥🚑💉💊', 'id': 2180853599, 'id_str': '2180853599', 'indices': [3, 14]}], 'urls': []}",,en
1338857461013381120,2020-12-15 14:44:28,@AdamTexDavis Sums this up nicely.,b'@AdamTexDavis Sums this up nicely.',"{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'AdamTexDavis', 'name': 'Adam ""Tex"" Davis', 'id': 1057666217308229632, 'id_str': '1057666217308229632', 'indices': [0, 13]}], 'urls': []}",,en
1338856988407595009,2020-12-15 14:42:35,@SassyKadiK Because they are the group that is the most afraid of the world as it is becoming. Patriot sounds better than chicken shit.,b'@SassyKadiK Because they are the group that is the most afraid of the world as it is becoming. Patriot sounds better than chicken shit.',"{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'SassyKadiK', 'name': 'Gramma In The Moon', 'id': 891036965402943488, 'id_str': '891036965402943488', 'indices': [0, 11]}], 'urls': []}",,en
1338848124891181059,2020-12-15 14:07:22,"We should always refer to Mitch McConnell as the Grinch, although Dr. Seus’s Grinch found redemption. Not likely for Mitch/Grinch. https://t.co/YJyaGz58Ft","b'We should always refer to Mitch McConnell as the Grinch, although Dr. Seus\xe2\x80\x99s Grinch found redemption. Not likely for Mitch/Grinch. https://t.co/YJyaGz58Ft'","{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/YJyaGz58Ft', 'expanded_url': 'https://twitter.com/mikejoh66233784/status/1338617850894934018', 'display_url': 'twitter.com/mikejoh6623378…', 'indices': [131, 154]}]}",,en
1338847381761167360,2020-12-15 14:04:25,"Opinion | As Americans die by the thousands, Trump cronies cut in line for coronavirus treatments and vaccines https://t.co/aCPsqcfhQE","b'Opinion | As Americans die by the thousands, Trump cronies cut in line for coronavirus treatments and vaccines https://t.co/aCPsqcfhQE'","{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/aCPsqcfhQE', 'expanded_url': 'https://www.washingtonpost.com/opinions/2020/12/14/americans-die-by-thousands-trump-cronies-cut-line-coronavirus-treatments-vaccines/?tid=ss_tw', 'display_url': 'washingtonpost.com/opinions/2020/…', 'indices': [111, 134]}]}",,en
1338840747047612420,2020-12-15 13:38:03,"RT @RepMaxineWaters: Mitch McConnell, or more aptly Ebenezer Scrooge, there will be no Christmas dinner, gifts, or toys for millions of nee…","b'RT @RepMaxineWaters: Mitch McConnell, or more aptly Ebenezer Scrooge, there will be no Christmas dinner, gifts, or toys for millions of nee\xe2\x80\xa6'","{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'RepMaxineWaters', 'name': 'Maxine Waters', 'id': 36686040, 'id_str': '36686040', 'indices': [3, 19]}], 'urls': []}",,en
