id_str,created_at,full_text,full_text(utf-8),entities,geo,lang
1338511553776267265,2020-12-14 15:49:57,"@KyleKashuv Not a patriot , just a meathead.","b'@KyleKashuv Not a patriot , just a meathead.'","{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'KyleKashuv', 'name': 'Kyle Kashuv', 'id': 862493306382626818, 'id_str': '862493306382626818', 'indices': [0, 11]}], 'urls': []}",,en
1338478525066645505,2020-12-14 13:38:42,@ScotsIrishCelt It’s not like his club usually win stuff.,b'@ScotsIrishCelt It\xe2\x80\x99s not like his club usually win stuff.',"{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'ScotsIrishCelt', 'name': 'KeefJackass', 'id': 1030150223870550018, 'id_str': '1030150223870550018', 'indices': [0, 15]}], 'urls': []}",,en
1338478120517705728,2020-12-14 13:37:06,"C’mon out you Black &amp; Tans, come out and fight me like a man .....","b'C\xe2\x80\x99mon out you Black &amp; Tans, come out and fight me like a man .....'","{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': []}",,en
1338195364860588032,2020-12-13 18:53:32,@SiobheanG Mmmmmmmm😋,b'@SiobheanG Mmmmmmmm\xf0\x9f\x98\x8b',"{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'SiobheanG', 'name': 'Siobhean 🖤', 'id': 1019614554790203398, 'id_str': '1019614554790203398', 'indices': [0, 10]}], 'urls': []}",,und
1337891775877361664,2020-12-12 22:47:10,@pastormarkburns @GenFlynn Both Fakes Both Frauds.,b'@pastormarkburns @GenFlynn Both Fakes Both Frauds.',"{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'pastormarkburns', 'name': 'Pastor Mark Burns', 'id': 39334221, 'id_str': '39334221', 'indices': [0, 16]}, {'screen_name': 'GenFlynn', 'name': 'General Flynn', 'id': 240454812, 'id_str': '240454812', 'indices': [17, 26]}], 'urls': []}",,en
1337891082663759877,2020-12-12 22:44:25,@realDonaldTrump 🤡Clown President One Term loser! 😂😂😂😂😂😂😂,b'@realDonaldTrump \xf0\x9f\xa4\xa1Clown President One Term loser! \xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82',"{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'realDonaldTrump', 'name': 'Donald J. Trump', 'id': 25073877, 'id_str': '25073877', 'indices': [0, 16]}], 'urls': []}",,en
1337843768003862529,2020-12-12 19:36:24,@realDonaldTrump @BrianKempGA If my aunt had ball she'd be my uncle!,"b""@realDonaldTrump @BrianKempGA If my aunt had ball she'd be my uncle!""","{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'realDonaldTrump', 'name': 'Donald J. Trump', 'id': 25073877, 'id_str': '25073877', 'indices': [0, 16]}, {'screen_name': 'BrianKempGA', 'name': 'Brian Kemp', 'id': 47437206, 'id_str': '47437206', 'indices': [17, 29]}], 'urls': []}",,en
1337820250679742466,2020-12-12 18:02:57,"RT @Tracey20875996: @FIONADONOHOE2 #RememberMyNoah💙
We aren't going to let this go so there is no point in hiding the truth!!! Come forward…","b""RT @Tracey20875996: @FIONADONOHOE2 #RememberMyNoah\xf0\x9f\x92\x99\nWe aren't going to let this go so there is no point in hiding the truth!!! Come forward\xe2\x80\xa6""","{'hashtags': [{'text': 'RememberMyNoah', 'indices': [35, 50]}], 'symbols': [], 'user_mentions': [{'screen_name': 'Tracey20875996', 'name': 'TraceyQ', 'id': 1330455927099695107, 'id_str': '1330455927099695107', 'indices': [3, 18]}, {'screen_name': 'FIONADONOHOE2', 'name': 'FIONA DONOHOE', 'id': 1266355113557458944, 'id_str': '1266355113557458944', 'indices': [20, 34]}], 'urls': []}",,en
1337819447449554944,2020-12-12 17:59:46,@WesleyDolan Total Bullshit,b'@WesleyDolan Total Bullshit',"{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'WesleyDolan', 'name': 'Wesley Dolan', 'id': 88537089, 'id_str': '88537089', 'indices': [0, 12]}], 'urls': []}",,en
1337817858403917828,2020-12-12 17:53:27,@KillerDeBruyne Bollocks 😂😂😂,b'@KillerDeBruyne Bollocks \xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82',"{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'KillerDeBruyne', 'name': 'ً', 'id': 1096405360603291648, 'id_str': '1096405360603291648', 'indices': [0, 15]}], 'urls': []}",,en
