,id,id_str,name,screen_name,location,profile_location,description,url,entities,protected,followers_count,friends_count,listed_count,created_at,favourites_count,utc_offset,time_zone,geo_enabled,verified,statuses_count,lang,status,contributors_enabled,is_translator,is_translation_enabled,profile_background_color,profile_background_image_url,profile_background_image_url_https,profile_background_tile,profile_image_url,profile_image_url_https,profile_banner_url,profile_link_color,profile_sidebar_border_color,profile_sidebar_fill_color,profile_text_color,profile_use_background_image,has_extended_profile,default_profile,default_profile_image,following,follow_request_sent,notifications,translator_type
url,774383980682416128,774383980682416128,❝chloe⨾dm to sponsor 🎄,lovclyaurora,she/her||rhtc 119 proofs,,───❛it’s the most wonderful time of the year❜🎄❄️┆❤︎ @kimbverly1┊alt @iu_phoria↩︎┆❛1.6K+ auroras ♡ Sponsors open,https://t.co/hIxBWbhp34,"{'urls': [{'url': 'https://t.co/hIxBWbhp34', 'expanded_url': 'http://kimberlysbiggest.fan', 'display_url': 'kimberlysbiggest.fan', 'indices': [0, 23]}]}",False,1668,76,0,Fri Sep 09 23:08:23 +0000 2016,3440,,,False,False,6913,,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1338470352641519616/S6Rz3auO_normal.jpg,https://pbs.twimg.com/profile_images/1338470352641519616/S6Rz3auO_normal.jpg,https://pbs.twimg.com/profile_banners/774383980682416128/1607951229,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none
description,774383980682416128,774383980682416128,❝chloe⨾dm to sponsor 🎄,lovclyaurora,she/her||rhtc 119 proofs,,───❛it’s the most wonderful time of the year❜🎄❄️┆❤︎ @kimbverly1┊alt @iu_phoria↩︎┆❛1.6K+ auroras ♡ Sponsors open,https://t.co/hIxBWbhp34,{'urls': []},False,1668,76,0,Fri Sep 09 23:08:23 +0000 2016,3440,,,False,False,6913,,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1338470352641519616/S6Rz3auO_normal.jpg,https://pbs.twimg.com/profile_images/1338470352641519616/S6Rz3auO_normal.jpg,https://pbs.twimg.com/profile_banners/774383980682416128/1607951229,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none
created_at,774383980682416128,774383980682416128,❝chloe⨾dm to sponsor 🎄,lovclyaurora,she/her||rhtc 119 proofs,,───❛it’s the most wonderful time of the year❜🎄❄️┆❤︎ @kimbverly1┊alt @iu_phoria↩︎┆❛1.6K+ auroras ♡ Sponsors open,https://t.co/hIxBWbhp34,,False,1668,76,0,Fri Sep 09 23:08:23 +0000 2016,3440,,,False,False,6913,,Wed Dec 16 03:49:56 +0000 2020,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1338470352641519616/S6Rz3auO_normal.jpg,https://pbs.twimg.com/profile_images/1338470352641519616/S6Rz3auO_normal.jpg,https://pbs.twimg.com/profile_banners/774383980682416128/1607951229,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none
id,774383980682416128,774383980682416128,❝chloe⨾dm to sponsor 🎄,lovclyaurora,she/her||rhtc 119 proofs,,───❛it’s the most wonderful time of the year❜🎄❄️┆❤︎ @kimbverly1┊alt @iu_phoria↩︎┆❛1.6K+ auroras ♡ Sponsors open,https://t.co/hIxBWbhp34,,False,1668,76,0,Fri Sep 09 23:08:23 +0000 2016,3440,,,False,False,6913,,1339055133402013696,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1338470352641519616/S6Rz3auO_normal.jpg,https://pbs.twimg.com/profile_images/1338470352641519616/S6Rz3auO_normal.jpg,https://pbs.twimg.com/profile_banners/774383980682416128/1607951229,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none
id_str,774383980682416128,774383980682416128,❝chloe⨾dm to sponsor 🎄,lovclyaurora,she/her||rhtc 119 proofs,,───❛it’s the most wonderful time of the year❜🎄❄️┆❤︎ @kimbverly1┊alt @iu_phoria↩︎┆❛1.6K+ auroras ♡ Sponsors open,https://t.co/hIxBWbhp34,,False,1668,76,0,Fri Sep 09 23:08:23 +0000 2016,3440,,,False,False,6913,,1339055133402013696,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1338470352641519616/S6Rz3auO_normal.jpg,https://pbs.twimg.com/profile_images/1338470352641519616/S6Rz3auO_normal.jpg,https://pbs.twimg.com/profile_banners/774383980682416128/1607951229,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none
text,774383980682416128,774383980682416128,❝chloe⨾dm to sponsor 🎄,lovclyaurora,she/her||rhtc 119 proofs,,───❛it’s the most wonderful time of the year❜🎄❄️┆❤︎ @kimbverly1┊alt @iu_phoria↩︎┆❛1.6K+ auroras ♡ Sponsors open,https://t.co/hIxBWbhp34,,False,1668,76,0,Fri Sep 09 23:08:23 +0000 2016,3440,,,False,False,6913,,almost ended #royalehightrades #royalehighoffers #royalehightrading #royalehighhalos #RoyaleHighHalo… https://t.co/EjsrHLKesE,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1338470352641519616/S6Rz3auO_normal.jpg,https://pbs.twimg.com/profile_images/1338470352641519616/S6Rz3auO_normal.jpg,https://pbs.twimg.com/profile_banners/774383980682416128/1607951229,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none
truncated,774383980682416128,774383980682416128,❝chloe⨾dm to sponsor 🎄,lovclyaurora,she/her||rhtc 119 proofs,,───❛it’s the most wonderful time of the year❜🎄❄️┆❤︎ @kimbverly1┊alt @iu_phoria↩︎┆❛1.6K+ auroras ♡ Sponsors open,https://t.co/hIxBWbhp34,,False,1668,76,0,Fri Sep 09 23:08:23 +0000 2016,3440,,,False,False,6913,,True,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1338470352641519616/S6Rz3auO_normal.jpg,https://pbs.twimg.com/profile_images/1338470352641519616/S6Rz3auO_normal.jpg,https://pbs.twimg.com/profile_banners/774383980682416128/1607951229,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none
entities,774383980682416128,774383980682416128,❝chloe⨾dm to sponsor 🎄,lovclyaurora,she/her||rhtc 119 proofs,,───❛it’s the most wonderful time of the year❜🎄❄️┆❤︎ @kimbverly1┊alt @iu_phoria↩︎┆❛1.6K+ auroras ♡ Sponsors open,https://t.co/hIxBWbhp34,,False,1668,76,0,Fri Sep 09 23:08:23 +0000 2016,3440,,,False,False,6913,,"{'hashtags': [{'text': 'royalehightrades', 'indices': [13, 30]}, {'text': 'royalehighoffers', 'indices': [31, 48]}, {'text': 'royalehightrading', 'indices': [49, 67]}, {'text': 'royalehighhalos', 'indices': [68, 84]}, {'text': 'RoyaleHighHalo', 'indices': [85, 100]}], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/EjsrHLKesE', 'expanded_url': 'https://twitter.com/i/web/status/1339055133402013696', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [102, 125]}]}",False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1338470352641519616/S6Rz3auO_normal.jpg,https://pbs.twimg.com/profile_images/1338470352641519616/S6Rz3auO_normal.jpg,https://pbs.twimg.com/profile_banners/774383980682416128/1607951229,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none
source,774383980682416128,774383980682416128,❝chloe⨾dm to sponsor 🎄,lovclyaurora,she/her||rhtc 119 proofs,,───❛it’s the most wonderful time of the year❜🎄❄️┆❤︎ @kimbverly1┊alt @iu_phoria↩︎┆❛1.6K+ auroras ♡ Sponsors open,https://t.co/hIxBWbhp34,,False,1668,76,0,Fri Sep 09 23:08:23 +0000 2016,3440,,,False,False,6913,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1338470352641519616/S6Rz3auO_normal.jpg,https://pbs.twimg.com/profile_images/1338470352641519616/S6Rz3auO_normal.jpg,https://pbs.twimg.com/profile_banners/774383980682416128/1607951229,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none
in_reply_to_status_id,774383980682416128,774383980682416128,❝chloe⨾dm to sponsor 🎄,lovclyaurora,she/her||rhtc 119 proofs,,───❛it’s the most wonderful time of the year❜🎄❄️┆❤︎ @kimbverly1┊alt @iu_phoria↩︎┆❛1.6K+ auroras ♡ Sponsors open,https://t.co/hIxBWbhp34,,False,1668,76,0,Fri Sep 09 23:08:23 +0000 2016,3440,,,False,False,6913,,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1338470352641519616/S6Rz3auO_normal.jpg,https://pbs.twimg.com/profile_images/1338470352641519616/S6Rz3auO_normal.jpg,https://pbs.twimg.com/profile_banners/774383980682416128/1607951229,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none
in_reply_to_status_id_str,774383980682416128,774383980682416128,❝chloe⨾dm to sponsor 🎄,lovclyaurora,she/her||rhtc 119 proofs,,───❛it’s the most wonderful time of the year❜🎄❄️┆❤︎ @kimbverly1┊alt @iu_phoria↩︎┆❛1.6K+ auroras ♡ Sponsors open,https://t.co/hIxBWbhp34,,False,1668,76,0,Fri Sep 09 23:08:23 +0000 2016,3440,,,False,False,6913,,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1338470352641519616/S6Rz3auO_normal.jpg,https://pbs.twimg.com/profile_images/1338470352641519616/S6Rz3auO_normal.jpg,https://pbs.twimg.com/profile_banners/774383980682416128/1607951229,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none
