id_str,created_at,full_text,full_text(utf-8),entities,geo,lang
1338764172360867840,2020-12-15 08:33:46,no kai. it's not funny that I said 'kai satou big daddy',"b""no kai. it's not funny that I said 'kai satou big daddy'""","{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': []}",,en
1338761691568463873,2020-12-15 08:23:54,I want to fucking kiss kai satou you don't know how badly I want to,"b""I want to fucking kiss kai satou you don't know how badly I want to""","{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': []}",,en
1338756938990030848,2020-12-15 08:05:01,while I'm gone someone confess,"b""while I'm gone someone confess""","{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': []}",,en
1338754066688733184,2020-12-15 07:53:37,confess https://t.co/ahK4e51lh1,b'confess https://t.co/ahK4e51lh1',"{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/ahK4e51lh1', 'expanded_url': 'https://curiouscat.qa/TransmascTazuna', 'display_url': 'curiouscat.qa/TransmascTazuna', 'indices': [8, 31]}]}",,en
1338746404186038272,2020-12-15 07:23:10,sleep?,b'sleep?',"{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': []}",,en
1338744165459517440,2020-12-15 07:14:16,pleaseoomf I have a crush on please like me back,b'pleaseoomf I have a crush on please like me back',"{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': []}",,en
1338744034270076929,2020-12-15 07:13:45,"@SouHiyorimaster Goodnight btw,,, ily!!","b'@SouHiyorimaster Goodnight btw,,, ily!!'","{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'SouHiyorimaster', 'name': '^^Sou Hiyori^^☠︎︎/ Damien ☻︎🧣🌱', 'id': 1331001967297105923, 'id_str': '1331001967297105923', 'indices': [0, 16]}], 'urls': []}",,en
1338743961578577921,2020-12-15 07:13:27,"gn,,,,;;","b'gn,,,,;;'","{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': []}",,und
1338743413131390976,2020-12-15 07:11:16,@SouHiyorimaster &gt;///&lt;,b'@SouHiyorimaster &gt;///&lt;',"{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'SouHiyorimaster', 'name': '^^Sou Hiyori^^☠︎︎/ Damien ☻︎🧣🌱', 'id': 1331001967297105923, 'id_str': '1331001967297105923', 'indices': [0, 16]}], 'urls': []}",,und
1338742872850522112,2020-12-15 07:09:08,@SouHiyorimaster * moans *,b'@SouHiyorimaster * moans *',"{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'SouHiyorimaster', 'name': '^^Sou Hiyori^^☠︎︎/ Damien ☻︎🧣🌱', 'id': 1331001967297105923, 'id_str': '1331001967297105923', 'indices': [0, 16]}], 'urls': []}",,en
1338742751928709121,2020-12-15 07:08:39,no more discord for tonight,b'no more discord for tonight',"{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': []}",,en
1338742493341491201,2020-12-15 07:07:37,"@SouHiyorimaster no

* bites you *",b'@SouHiyorimaster no\n\n* bites you *',"{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'SouHiyorimaster', 'name': '^^Sou Hiyori^^☠︎︎/ Damien ☻︎🧣🌱', 'id': 1331001967297105923, 'id_str': '1331001967297105923', 'indices': [0, 16]}], 'urls': []}",,en
1338742217075257359,2020-12-15 07:06:31,@SouHiyorimaster I'm... sleep talking,"b""@SouHiyorimaster I'm... sleep talking""","{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'SouHiyorimaster', 'name': '^^Sou Hiyori^^☠︎︎/ Damien ☻︎🧣🌱', 'id': 1331001967297105923, 'id_str': '1331001967297105923', 'indices': [0, 16]}], 'urls': []}",,en
1338742025856950273,2020-12-15 07:05:46,@SouHiyorimaster no,b'@SouHiyorimaster no',"{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'SouHiyorimaster', 'name': '^^Sou Hiyori^^☠︎︎/ Damien ☻︎🧣🌱', 'id': 1331001967297105923, 'id_str': '1331001967297105923', 'indices': [0, 16]}], 'urls': []}",,und
