id_str,created_at,full_text,full_text(utf-8),entities,geo,lang
1338553945850060804,2020-12-14 18:38:24,"RT @News_8: Gov. Cuomo: ""Finger Lakes is the highest region in the state for COVID-19 hospitalizations and positivity rate.""","b'RT @News_8: Gov. Cuomo: ""Finger Lakes is the highest region in the state for COVID-19 hospitalizations and positivity rate.""'","{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'News_8', 'name': 'News 8 WROC', 'id': 16453340, 'id_str': '16453340', 'indices': [3, 10]}], 'urls': []}",,en
1337731492433244165,2020-12-12 12:10:16,RT @RexChapman: Cartoon Network for the win... https://t.co/i7ftsBOLjB,b'RT @RexChapman: Cartoon Network for the win... https://t.co/i7ftsBOLjB',"{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'RexChapman', 'name': 'Rex Chapman🏇🏼', 'id': 324703658, 'id_str': '324703658', 'indices': [3, 14]}], 'urls': [], 'media': [{'id': 1336315941617946624, 'id_str': '1336315941617946624', 'indices': [47, 70], 'media_url': 'http://pbs.twimg.com/ext_tw_video_thumb/1336315941617946624/pu/img/ralPRdopJVdjMPI8.jpg', 'media_url_https': 'https://pbs.twimg.com/ext_tw_video_thumb/1336315941617946624/pu/img/ralPRdopJVdjMPI8.jpg', 'url': 'https://t.co/i7ftsBOLjB', 'display_url': 'pic.twitter.com/i7ftsBOLjB', 'expanded_url': 'https://twitter.com/Dwaniej1/status/1336316020294897664/video/1', 'type': 'photo', 'sizes': {'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'small': {'w': 383, 'h': 680, 'resize': 'fit'}, 'large': {'w': 576, 'h': 1024, 'resize': 'fit'}, 'medium': {'w': 576, 'h': 1024, 'resize': 'fit'}}, 'source_status_id': 1336316020294897664, 'source_status_id_str': '1336316020294897664', 'source_user_id': 416072485, 'source_user_id_str': '416072485'}]}",,en
1336101967651856384,2020-12-08 00:15:07,"RT @flakealso: 80% of restaurant workers still serving customers report a decline in tips and 40% report an increase in sexual harassment,…","b'RT @flakealso: 80% of restaurant workers still serving customers report a decline in tips and 40% report an increase in sexual harassment,\xe2\x80\xa6'","{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'flakealso', 'name': 'neal rice (feliz nyavidad)', 'id': 933466029740584960, 'id_str': '933466029740584960', 'indices': [3, 13]}], 'urls': []}",,en
1335720371560083461,2020-12-06 22:58:47,@Medical_Gore I can’t fucking waitttt,b'@Medical_Gore I can\xe2\x80\x99t fucking waitttt',"{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'Medical_Gore', 'name': 'Dylan', 'id': 799802618688262144, 'id_str': '799802618688262144', 'indices': [0, 13]}], 'urls': []}",,en
1335719431394222081,2020-12-06 22:55:03,@Medical_Gore Me LOL,b'@Medical_Gore Me LOL',"{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'Medical_Gore', 'name': 'Dylan', 'id': 799802618688262144, 'id_str': '799802618688262144', 'indices': [0, 13]}], 'urls': []}",,en
1335243790890770438,2020-12-05 15:25:02,I remember being told anime was weird and only weirdos watched it. So I hid my love for it all throughout high school and college...but now that I’m my own person and free from judgmental fucking people...anime is fucking dope...fuck all y’all that say otherwise.,b'I remember being told anime was weird and only weirdos watched it. So I hid my love for it all throughout high school and college...but now that I\xe2\x80\x99m my own person and free from judgmental fucking people...anime is fucking dope...fuck all y\xe2\x80\x99all that say otherwise.',"{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': []}",,en
1335200128051916800,2020-12-05 12:31:32,"RT @sarahschauer: women are so beautiful. stretch marks are so beautiful. you look like a goddess struck by lightning, you are powerful bey…","b'RT @sarahschauer: women are so beautiful. stretch marks are so beautiful. you look like a goddess struck by lightning, you are powerful bey\xe2\x80\xa6'","{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'sarahschauer', 'name': 'sarah schauer 🦂', 'id': 250887629, 'id_str': '250887629', 'indices': [3, 16]}], 'urls': []}",,en
1331256645721214985,2020-11-24 15:21:32,You can barely even tell when I’m sobbing and making a customers coffee,b'You can barely even tell when I\xe2\x80\x99m sobbing and making a customers coffee',"{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': []}",,en
1331256418767413248,2020-11-24 15:20:38,I like wearing a mask at work not only for protecting myself and others...but also cuz they suck up all my tears throughout the day...and cover the bags under my eyes.,b'I like wearing a mask at work not only for protecting myself and others...but also cuz they suck up all my tears throughout the day...and cover the bags under my eyes.',"{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': []}",,en
1330876745122275330,2020-11-23 14:11:57,RT @JNNtweets: How it started      Vs    How it’s going https://t.co/NXoKYZp3Mq,b'RT @JNNtweets: How it started      Vs    How it\xe2\x80\x99s going https://t.co/NXoKYZp3Mq',"{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'JNNtweets', 'name': 'Jack news network', 'id': 711606390742102017, 'id_str': '711606390742102017', 'indices': [3, 13]}], 'urls': [], 'media': [{'id': 1330837706142867463, 'id_str': '1330837706142867463', 'indices': [56, 79], 'media_url': 'http://pbs.twimg.com/media/EngV17hXYAclkHG.jpg', 'media_url_https': 'https://pbs.twimg.com/media/EngV17hXYAclkHG.jpg', 'url': 'https://t.co/NXoKYZp3Mq', 'display_url': 'pic.twitter.com/NXoKYZp3Mq', 'expanded_url': 'https://twitter.com/JNNtweets/status/1330837712878915587/photo/1', 'type': 'photo', 'sizes': {'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'small': {'w': 680, 'h': 453, 'resize': 'fit'}, 'large': {'w': 960, 'h': 640, 'resize': 'fit'}, 'medium': {'w': 960, 'h': 640, 'resize': 'fit'}}, 'source_status_id': 1330837712878915587, 'source_status_id_str': '1330837712878915587', 'source_user_id': 711606390742102017, 'source_user_id_str': '711606390742102017'}]}",,en
