id_str,created_at,full_text,full_text(utf-8),entities,geo,lang
1338728659754995713,2020-12-15 06:12:39,RT @DaniAtomicus: My family has COVID &amp; the health authority told my mom that if her lips turn blue to go to the hospital. She’s Black. Her…,b'RT @DaniAtomicus: My family has COVID &amp; the health authority told my mom that if her lips turn blue to go to the hospital. She\xe2\x80\x99s Black. Her\xe2\x80\xa6',"{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'DaniAtomicus', 'name': 'Antifascionista (Ethereal Bisexual in Black)', 'id': 194846015, 'id_str': '194846015', 'indices': [3, 16]}], 'urls': []}",,en
1338714065695170565,2020-12-15 05:14:40,@LaydiexSkull I love my lil takoyaki son zucker 🥺👉🏻👈🏻 https://t.co/cd0AYNpnX1,b'@LaydiexSkull I love my lil takoyaki son zucker \xf0\x9f\xa5\xba\xf0\x9f\x91\x89\xf0\x9f\x8f\xbb\xf0\x9f\x91\x88\xf0\x9f\x8f\xbb https://t.co/cd0AYNpnX1',"{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'LaydiexSkull', 'name': '💀LAYDIEEEE💀', 'id': 153633931, 'id_str': '153633931', 'indices': [0, 13]}], 'urls': [], 'media': [{'id': 1338714060037050369, 'id_str': '1338714060037050369', 'indices': [54, 77], 'media_url': 'http://pbs.twimg.com/tweet_video_thumb/EpQRWERUUAESjNM.jpg', 'media_url_https': 'https://pbs.twimg.com/tweet_video_thumb/EpQRWERUUAESjNM.jpg', 'url': 'https://t.co/cd0AYNpnX1', 'display_url': 'pic.twitter.com/cd0AYNpnX1', 'expanded_url': 'https://twitter.com/emperor_ryjin/status/1338714065695170565/photo/1', 'type': 'photo', 'sizes': {'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'small': {'w': 220, 'h': 200, 'resize': 'fit'}, 'medium': {'w': 220, 'h': 200, 'resize': 'fit'}, 'large': {'w': 220, 'h': 200, 'resize': 'fit'}}}]}",,en
1338713859410956288,2020-12-15 05:13:50,"RT @LaydiexSkull: ✨GIVEAWAY TIME✨
Excited to host this Animal Crossing merch giveaway, in time for the holidays!
I will be picking 3 winner…","b'RT @LaydiexSkull: \xe2\x9c\xa8GIVEAWAY TIME\xe2\x9c\xa8\nExcited to host this Animal Crossing merch giveaway, in time for the holidays!\nI will be picking 3 winner\xe2\x80\xa6'","{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'LaydiexSkull', 'name': '💀LAYDIEEEE💀', 'id': 153633931, 'id_str': '153633931', 'indices': [3, 16]}], 'urls': []}",,en
1338713631807049728,2020-12-15 05:12:56,RT @bisoulovely: Some floral heart themed jewelry I designed to sprinkle on your timeline~ ✨🌸🌼🌺🌟💫 https://t.co/keVobh0fIf,b'RT @bisoulovely: Some floral heart themed jewelry I designed to sprinkle on your timeline~ \xe2\x9c\xa8\xf0\x9f\x8c\xb8\xf0\x9f\x8c\xbc\xf0\x9f\x8c\xba\xf0\x9f\x8c\x9f\xf0\x9f\x92\xab https://t.co/keVobh0fIf',"{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'bisoulovely', 'name': 'Bree💍✨', 'id': 4094389996, 'id_str': '4094389996', 'indices': [3, 15]}], 'urls': [], 'media': [{'id': 1338695284554129408, 'id_str': '1338695284554129408', 'indices': [98, 121], 'media_url': 'http://pbs.twimg.com/media/EpQARMJW4AAdnf_.jpg', 'media_url_https': 'https://pbs.twimg.com/media/EpQARMJW4AAdnf_.jpg', 'url': 'https://t.co/keVobh0fIf', 'display_url': 'pic.twitter.com/keVobh0fIf', 'expanded_url': 'https://twitter.com/bisoulovely/status/1338696285369602048/photo/1', 'type': 'photo', 'sizes': {'small': {'w': 680, 'h': 480, 'resize': 'fit'}, 'large': {'w': 930, 'h': 657, 'resize': 'fit'}, 'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'medium': {'w': 930, 'h': 657, 'resize': 'fit'}}, 'source_status_id': 1338696285369602048, 'source_status_id_str': '1338696285369602048', 'source_user_id': 4094389996, 'source_user_id_str': '4094389996'}]}",,en
1338701536583688193,2020-12-15 04:24:52,If i could spend the rest of my life reading poetry and eating sharp cheddar i would,b'If i could spend the rest of my life reading poetry and eating sharp cheddar i would',"{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': []}",,en
1338381464614760450,2020-12-14 07:13:01,"RT @heavenbrat: imagine someone listening to a love song and thinking of u,,,,cute","b'RT @heavenbrat: imagine someone listening to a love song and thinking of u,,,,cute'","{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'heavenbrat', 'name': 'sarah', 'id': 2938612820, 'id_str': '2938612820', 'indices': [3, 14]}], 'urls': []}",,en
1338316906768474112,2020-12-14 02:56:29,RT @g6byy: stop asking me “wyd”  i Am literally at home losing my mind,b'RT @g6byy: stop asking me \xe2\x80\x9cwyd\xe2\x80\x9d  i Am literally at home losing my mind',"{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'g6byy', 'name': 'g åby ੈ♡˳', 'id': 124036471, 'id_str': '124036471', 'indices': [3, 9]}], 'urls': []}",,en
1338282382533640192,2020-12-14 00:39:18,RT @BoneChewer09: https://t.co/1IK83uD5HF,b'RT @BoneChewer09: https://t.co/1IK83uD5HF',"{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'BoneChewer09', 'name': 'Bonechewer', 'id': 249990465, 'id_str': '249990465', 'indices': [3, 16]}], 'urls': [], 'media': [{'id': 1338125438569181184, 'id_str': '1338125438569181184', 'indices': [18, 41], 'media_url': 'http://pbs.twimg.com/media/EpH5_ybUcAA157K.jpg', 'media_url_https': 'https://pbs.twimg.com/media/EpH5_ybUcAA157K.jpg', 'url': 'https://t.co/1IK83uD5HF', 'display_url': 'pic.twitter.com/1IK83uD5HF', 'expanded_url': 'https://twitter.com/BoneChewer09/status/1338125463672143875/photo/1', 'type': 'photo', 'sizes': {'small': {'w': 680, 'h': 680, 'resize': 'fit'}, 'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'medium': {'w': 1200, 'h': 1200, 'resize': 'fit'}, 'large': {'w': 1200, 'h': 1200, 'resize': 'fit'}}, 'source_status_id': 1338125463672143875, 'source_status_id_str': '1338125463672143875', 'source_user_id': 249990465, 'source_user_id_str': '249990465'}]}",,und
1338274374994948096,2020-12-14 00:07:29,RT @seasonofgemini: this color is so calming https://t.co/aQbgzAR8dc,b'RT @seasonofgemini: this color is so calming https://t.co/aQbgzAR8dc',"{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'seasonofgemini', 'name': '♊︎', 'id': 1030359608181714944, 'id_str': '1030359608181714944', 'indices': [3, 18]}], 'urls': [], 'media': [{'id': 1337947271564967936, 'id_str': '1337947271564967936', 'indices': [45, 68], 'media_url': 'http://pbs.twimg.com/media/EpFX9GnVQAA-SDU.jpg', 'media_url_https': 'https://pbs.twimg.com/media/EpFX9GnVQAA-SDU.jpg', 'url': 'https://t.co/aQbgzAR8dc', 'display_url': 'pic.twitter.com/aQbgzAR8dc', 'expanded_url': 'https://twitter.com/seasonofgemini/status/1337947280750436358/photo/1', 'type': 'photo', 'sizes': {'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'small': {'w': 679, 'h': 680, 'resize': 'fit'}, 'large': {'w': 719, 'h': 720, 'resize': 'fit'}, 'medium': {'w': 719, 'h': 720, 'resize': 'fit'}}, 'source_status_id': 1337947280750436358, 'source_status_id_str': '1337947280750436358', 'source_user_id': 1030359608181714944, 'source_user_id_str': '1030359608181714944'}]}",,en
1337993264998174721,2020-12-13 05:30:27,RT @lanadelvy: the healthy relationship that comes after an extremely toxic one is so hard bc u have to unlearn all the toxic traits from t…,b'RT @lanadelvy: the healthy relationship that comes after an extremely toxic one is so hard bc u have to unlearn all the toxic traits from t\xe2\x80\xa6',"{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'lanadelvy', 'name': 'lanny bear🧸🌱', 'id': 4180502607, 'id_str': '4180502607', 'indices': [3, 13]}], 'urls': []}",,en
