id_str,created_at,full_text,full_text(utf-8),entities,geo,lang
1338786434967351297,2020-12-15 10:02:14,@Liz_Cheney I agree with you on this.,b'@Liz_Cheney I agree with you on this.',"{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'Liz_Cheney', 'name': 'Liz Cheney', 'id': 98471035, 'id_str': '98471035', 'indices': [0, 11]}], 'urls': []}",,en
1338786240754282501,2020-12-15 10:01:27,@stuartpstevens By blue collar workers he means those with kkk robes in their closets.,b'@stuartpstevens By blue collar workers he means those with kkk robes in their closets.',"{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'stuartpstevens', 'name': 'stuart stevens', 'id': 1543986138, 'id_str': '1543986138', 'indices': [0, 15]}], 'urls': []}",,en
1338786022273011712,2020-12-15 10:00:35,@stuartpstevens Why do they have to come infect my state? We have enough wackos here.,b'@stuartpstevens Why do they have to come infect my state? We have enough wackos here.',"{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'stuartpstevens', 'name': 'stuart stevens', 'id': 1543986138, 'id_str': '1543986138', 'indices': [0, 15]}], 'urls': []}",,en
1338784639431942144,2020-12-15 09:55:06,@FPWellman These people have been really brainwashed.,b'@FPWellman These people have been really brainwashed.',"{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'FPWellman', 'name': 'Fred Wellman', 'id': 42518865, 'id_str': '42518865', 'indices': [0, 10]}], 'urls': []}",,en
1338784213626183681,2020-12-15 09:53:24,RT @ChrisMurphyCT: Dylan and Daniel and Avielle and Ana Grace and their classmates would have been starting high school this year. It’s har…,b'RT @ChrisMurphyCT: Dylan and Daniel and Avielle and Ana Grace and their classmates would have been starting high school this year. It\xe2\x80\x99s har\xe2\x80\xa6',"{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'ChrisMurphyCT', 'name': 'Chris Murphy', 'id': 150078976, 'id_str': '150078976', 'indices': [3, 17]}], 'urls': []}",,en
1338782864016551936,2020-12-15 09:48:02,"@realDonaldTrump 74 million. Joe Biden got 81 million.
No evidence of fraud or votes being switched.",b'@realDonaldTrump 74 million. Joe Biden got 81 million.\nNo evidence of fraud or votes being switched.',"{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'realDonaldTrump', 'name': 'Donald J. Trump', 'id': 25073877, 'id_str': '25073877', 'indices': [0, 16]}], 'urls': []}",,en
1338782346321997824,2020-12-15 09:45:59,@CodeMonkeyZ @realDonaldTrump Domestic actors are currently acting to undermine confidence in our elections.,b'@CodeMonkeyZ @realDonaldTrump Domestic actors are currently acting to undermine confidence in our elections.',"{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'CodeMonkeyZ', 'name': 'Ron', 'id': 1812055789, 'id_str': '1812055789', 'indices': [0, 12]}, {'screen_name': 'realDonaldTrump', 'name': 'Donald J. Trump', 'id': 25073877, 'id_str': '25073877', 'indices': [13, 29]}], 'urls': []}",,en
1338742713999618048,2020-12-15 07:08:30,@dluxmaroon @PatrickSvitek @tedcruz It’s been over since November 3rd. We’ve known since November 6th.,b'@dluxmaroon @PatrickSvitek @tedcruz It\xe2\x80\x99s been over since November 3rd. We\xe2\x80\x99ve known since November 6th.',"{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'dluxmaroon', 'name': 'No , just Dan', 'id': 1569358110, 'id_str': '1569358110', 'indices': [0, 11]}, {'screen_name': 'PatrickSvitek', 'name': 'Patrick Svitek', 'id': 280664117, 'id_str': '280664117', 'indices': [12, 26]}, {'screen_name': 'tedcruz', 'name': 'Ted Cruz', 'id': 23022687, 'id_str': '23022687', 'indices': [27, 35]}], 'urls': []}",,en
1338739195343478785,2020-12-15 06:54:31,@PostOpinions @gtconway3d @RuthMarcus He didn’t write that. Trump dictated it &amp; has Barr sign it.,b'@PostOpinions @gtconway3d @RuthMarcus He didn\xe2\x80\x99t write that. Trump dictated it &amp; has Barr sign it.',"{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'PostOpinions', 'name': 'Washington Post Opinions', 'id': 14345812, 'id_str': '14345812', 'indices': [0, 13]}, {'screen_name': 'gtconway3d', 'name': 'George Conway', 'id': 471677441, 'id_str': '471677441', 'indices': [14, 25]}, {'screen_name': 'RuthMarcus', 'name': 'Ruth Marcus', 'id': 21148783, 'id_str': '21148783', 'indices': [26, 37]}], 'urls': []}",,en
1338738785853562882,2020-12-15 06:52:53,@TGalore2 @bradheath @CheriJacobus Isn’t that illegal?,b'@TGalore2 @bradheath @CheriJacobus Isn\xe2\x80\x99t that illegal?',"{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'TGalore2', 'name': '🧑🏻\u200d🎄Georgia Blue🎄🇺🇸🌊', 'id': 1249125963251712002, 'id_str': '1249125963251712002', 'indices': [0, 9]}, {'screen_name': 'bradheath', 'name': 'Brad Heath', 'id': 14362404, 'id_str': '14362404', 'indices': [10, 20]}, {'screen_name': 'CheriJacobus', 'name': 'Cheri Jacobus', 'id': 467726691, 'id_str': '467726691', 'indices': [21, 34]}], 'urls': []}",,en
